VEHIDCODE,ACTUAL_LENGTH,AIR_COEFFICIENT,AIR_DRAG_COEFFICIENT,BITMASK_VEHICLE_INFO,CARGODEF,CARGO_AGE_PERIOD,DUAL_HEADED,ENGINE_CLASS,HEAD_CAPACITY,INTRODUCTION_YEAR,ITEM,LENGTH,LOADINGSPEED,MICS_FLAGS,MISC_FLAGS,MODEL_LIFE,NAME,PASSENGER,POWER,POWER_PER_WAGON,REFIT_COST,RELIABILITY_DECAY,RETIRE_EARLY,RUNNING_COST_BASE,SPEED,SPRITE_ID,TE_COEFFICIENT,TRACK_TYPE,VEHICLE_LIFE,VEHICLE_REGION,VISUAL_FLAG,WAGON_CAPACITY,WAGON_LENGTH,WEIGHT
emu_Australia_Victorian_Railways_Swing_Door,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,48,1917,item_emu_Australia_Victorian_Railways_Swing_Door,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Australia_Victorian_Railways_Swing_Door),1,280,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,83,DEFAULT_SPRITE_ID,0.16,CURRENT_TRACK_TYPE,25,"REGION(OCEANIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",48,8,55
emu_Austria_OBB_4030,7,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,54,1956,item_emu_Austria_OBB_4030,7,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Austria_OBB_4030),1,1340,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,130,DEFAULT_SPRITE_ID,0.27,CURRENT_TRACK_TYPE,25,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",54,7,48
emu_Austria_OBB_4041,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,40,1929,item_emu_Austria_OBB_4041,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Austria_OBB_4041),1,555,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,80,DEFAULT_SPRITE_ID,0.08,CURRENT_TRACK_TYPE,25,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",40,8,73
emu_Austria_WESTbahn_4010_KISS,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,84,2011,item_emu_Austria_WESTbahn_4010_KISS,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Austria_WESTbahn_4010_KISS),1,5340,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,200,DEFAULT_SPRITE_ID,0.62,CURRENT_TRACK_TYPE,40,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",84,8,52
emu_Bulgaria_BDZ_10_Desiro,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,62,2005,item_emu_Bulgaria_BDZ_10_Desiro,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Bulgaria_BDZ_10_Desiro),1,550,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,140,DEFAULT_SPRITE_ID,0.21,CURRENT_TRACK_TYPE,25,"REGION(EASTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",62,8,57
emu_Chile_EFE_AES_Railcar,7,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,88,1976,item_emu_Chile_EFE_AES_Railcar,7,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Chile_EFE_AES_Railcar),1,1500,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,130,DEFAULT_SPRITE_ID,0.21,CURRENT_TRACK_TYPE,40,"REGION(SOUTHAMERICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",92,7,61
emu_Chile_EFE_XTrapolis_100,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,72,2005,item_emu_Chile_EFE_XTrapolis_100,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Chile_EFE_XTrapolis_100),1,720,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,143,DEFAULT_SPRITE_ID,0.29,CURRENT_TRACK_TYPE,40,"REGION(SOUTHAMERICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",96,8,43
emu_China_Railways_CHR380A,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,70,2010,item_emu_China_Railways_CHR380A,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_China_Railways_CHR380A),1,6450,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,380,DEFAULT_SPRITE_ID,0.14,CURRENT_TRACK_TYPE,25,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",70,8,48
emu_Croatia_HZ_6112,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,60,2015,item_emu_Croatia_HZ_6112,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Croatia_HZ_6112),1,2700,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,160,DEFAULT_SPRITE_ID,0.47,CURRENT_TRACK_TYPE,40,"REGION(EASTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",60,8,43
emu_Czech_Republic_CD_680_Pendolino,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,47,1999,item_emu_Czech_Republic_CD_680_Pendolino,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Czech_Republic_CD_680_Pendolino),1,750,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,230,DEFAULT_SPRITE_ID,0.67,CURRENT_TRACK_TYPE,25,"REGION(EASTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",47,8,55
emu_Denmark_DSB_S_Tog_II,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,56,1966,item_emu_Denmark_DSB_S_Tog_II,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Denmark_DSB_S_Tog_II),1,200,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,100,DEFAULT_SPRITE_ID,0.14,CURRENT_TRACK_TYPE,25,"REGION(NORTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",42,8,45
emu_Denmark_DSB_S_Tog_IV,5,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,42,1996,item_emu_Denmark_DSB_S_Tog_IV,5,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Denmark_DSB_S_Tog_IV),1,290,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,120,DEFAULT_SPRITE_ID,0.47,CURRENT_TRACK_TYPE,25,"REGION(NORTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",42,5,16
emu_Europe_Sureot,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,85,2030,item_emu_Europe_Sureot,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Europe_Sureot),1,16000,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,300,DEFAULT_SPRITE_ID,0.22,CURRENT_TRACK_TYPE,25,"REGION(EUROPE,NOREGION,ISCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",85,8,50
emu_Finland_VR_Sm2,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,70,1975,item_emu_Finland_VR_Sm2,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Finland_VR_Sm2),1,831,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,120,DEFAULT_SPRITE_ID,0.22,CURRENT_TRACK_TYPE,25,"REGION(NORTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",70,8,38
emu_Finland_VR_Sm4,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,100,1999,item_emu_Finland_VR_Sm4,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Finland_VR_Sm4),1,800,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,160,DEFAULT_SPRITE_ID,0.18,CURRENT_TRACK_TYPE,25,"REGION(NORTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",100,8,57
emu_France_SNCF_TGV_Duplex,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,0,1995,item_emu_France_SNCF_TGV_Duplex,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_France_SNCF_TGV_Duplex),1,12800,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,320,DEFAULT_SPRITE_ID,0.81,CURRENT_TRACK_TYPE,25,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, -3, DISABLE_WAGON_POWER)",72,6,43
emu_France_SNCF_TGV_Sud_Est,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,0,1981,item_emu_France_SNCF_TGV_Sud_Est,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_France_SNCF_TGV_Sud_Est),1,9000,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,240,DEFAULT_SPRITE_ID,0.92,CURRENT_TRACK_TYPE,25,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",43,6,38
emu_France_Thalys_PBKA,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,0,1995,item_emu_France_Thalys_PBKA,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_France_Thalys_PBKA),1,12000,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,300,DEFAULT_SPRITE_ID,0.85,CURRENT_TRACK_TYPE,25,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",47,6,41
emu_Germany_DB_403_ICE_3,7,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,45,2000,item_emu_Germany_DB_403_ICE_3,7,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Germany_DB_403_ICE_3),1,1400,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,328,DEFAULT_SPRITE_ID,0.98,CURRENT_TRACK_TYPE,25,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",45,8,51
emu_Germany_DB_ET420,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,76,1969,item_emu_Germany_DB_ET420,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Germany_DB_ET420),1,1000,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,125,DEFAULT_SPRITE_ID,0.31,CURRENT_TRACK_TYPE,25,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",76,8,46
emu_Hungary_MAV_BDVmot,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,75,1988,item_emu_Hungary_MAV_BDVmot,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Hungary_MAV_BDVmot),1,2040,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,120,DEFAULT_SPRITE_ID,0.11,CURRENT_TRACK_TYPE,25,"REGION(EASTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",75,8,66
emu_Italy_ATAC_ECD_21_30,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,34,1932,item_emu_Italy_ATAC_ECD_21_30,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Italy_ATAC_ECD_21_30),1,650,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,72,DEFAULT_SPRITE_ID,0.34,CURRENT_TRACK_TYPE,25,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",34,8,31
emu_Italy_FS_ALe426,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,115,1996,item_emu_Italy_FS_ALe426,8,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Italy_FS_ALe426),1,1219,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,140,DEFAULT_SPRITE_ID,0.31,CURRENT_TRACK_TYPE,25,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",115,8,68
emu_Italy_FS_ALe_801,7,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,108,1975,item_emu_Italy_FS_ALe_801,7,LOADINGSPEEDDEF_COMMUTER,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Italy_FS_ALe_801),1,702,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,150,DEFAULT_SPRITE_ID,0.15,CURRENT_TRACK_TYPE,25,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",108,7,70
emu_Italy_FS_ETR200,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,35,1937,item_emu_Italy_FS_ETR200,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Italy_FS_ETR200),1,482,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,160,DEFAULT_SPRITE_ID,0.18,CURRENT_TRACK_TYPE,25,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",35,8,41
emu_Italy_FS_ETR300_Settebello,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,28,1952,item_emu_Italy_FS_ETR300_Settebello,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Italy_FS_ETR300_Settebello),1,500,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,200,DEFAULT_SPRITE_ID,0.36,CURRENT_TRACK_TYPE,25,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",28,8,52
emu_Italy_FS_ETR500,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,0,1993,item_emu_Italy_FS_ETR500,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Italy_FS_ETR500),1,11800,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,250,DEFAULT_SPRITE_ID,0.46,CURRENT_TRACK_TYPE,25,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",60,8,54
emu_Italy_NTV_AGV_Duplex,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,67,2015,item_emu_Italy_NTV_AGV_Duplex,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Italy_NTV_AGV_Duplex),1,1750,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,360,DEFAULT_SPRITE_ID,0.83,CURRENT_TRACK_TYPE,25,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",67,7,44
emu_Italy_NTV_AGV,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,42,2011,item_emu_Italy_NTV_AGV,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Italy_NTV_AGV),1,1150,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,360,DEFAULT_SPRITE_ID,0.9,CURRENT_TRACK_TYPE,25,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",42,7,30
emu_Japan_JNR_Shinkansen_Series_0,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,50,1964,item_emu_Japan_JNR_Shinkansen_Series_0,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",45,string(str_emu_Japan_JNR_Shinkansen_Series_0),1,1000,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,210,DEFAULT_SPRITE_ID,0.3,CURRENT_TRACK_TYPE,44,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, -3, DISABLE_WAGON_POWER)",50,8,54
emu_Japan_JR_Shinkansen_Series_700,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,1,CURRENT_ENGINE_CLASS,83,1997,item_emu_Japan_JR_Shinkansen_Series_700,8,LOADINGSPEEDDEF_INTERCITY,,"bitmask(TRAIN_FLAG_MU,TRAIN_FLAG_2CC)",VEHICLE_NEVER_EXPIRES,string(str_emu_Japan_JR_Shinkansen_Series_700),1,1441,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,270,DEFAULT_SPRITE_ID,0.56,CURRENT_TRACK_TYPE,25,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",83,8,45
