VEHIDCODE,FILENAMES_EXPECTED,SAVE_TO,VEHID_ID_CATEGORY,VEHID_ID,ENGLISH,WEB,IS_POWERED_UNPOWERED_SUNDRY,IS_WAGON_OR_COACH,TRACK_TYPES,PROPERTIES,FLAGS,GRAPHICS_PROPERTIES,ITEM,NAME,INTRODUCTION_YEAR,DUAL_HEADED,COUNTRY,COUNTRY_CODE,ENGINE_CLASS,CARGODEF,HEAD_CAPACITY,LENGTH,LOADINGSPEED,LOADINGSPEED_VALUE,MODEL_LIFE,PASSENGER,WEIGHT,POWER,SPEED,TE_STARTING_KN,TE_COEFFICIENT_CALC,TE_COEFFICIENT_MANUAL,TE_COEFFICIENT,VEHICLE_LIFE,WAGON_CAPACITY,WAGON_LENGTH,PURCHASE_CARGO_CAPACITY,REGION1,REGION2,REGION3,PURCHASECOST_VALUE,RUNNINGCOST_VALUE,COST_CAT,ROLE,IS_TURBINE,MISC_FLAGS_TRAIN_FLAG_2CC,MISC_FLAGS_TRAIN_FLAG_MU,MISC_FLAGS_TRAIN_FLAG_AUTOREFIT,VISUAL_EFFECT_1,VISUAL_EFFECT_2,VISUAL_EFFECT_3,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_OHLE,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_25KV,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_15KV,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_3KV,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_1500V,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_3RD,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_4TH,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_DUAL,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_NONE,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_OHLE,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_25KV,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_15KV,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_3KV,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_1500V,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_3RD,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_4TH,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_DUAL,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_NONE,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_OHLE,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_25KV,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_15KV,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_3KV,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_1500V,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_3RD,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_4TH,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_DUAL,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_NONE,TRACK_TYPE_MONO,TRACK_TYPE_MGLV,TRACK_TYPE_MTRO,CHECK_ANY_TT,PANTOGRAPH_POSITION,TEMPLATE_ID,TEMPLATE_AMENDMENT_CODE
electric_UK_NER_EE1,UK_NER_EE1,src\Electric,ID_RANGE_ELECTRIC,6071,NER EE1,https://en.wikipedia.org/wiki/LNER_Class_EE1,False,False,True,True,True,True,item_electric_UK_NER_EE1,str_electric_UK_NER_EE1,1922,0,United Kingdom,GB,ELECTRIC,NONE,0,8,NONE,0,45,1,111.0,1800,105,126.4,0.116079382134428,0.11,0.116,40,0,0,0,NORTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_USA_Milwaukee_Road_ES_2,USA_Milwaukee_Road_ES_2,src\Electric,ID_RANGE_ELECTRIC,6003,Milwaukee Road ES-2,https://en.wikipedia.org/wiki/Milwaukee_Road_class_ES-2,False,False,True,True,True,True,item_electric_USA_Milwaukee_Road_ES_2,str_electric_USA_Milwaukee_Road_ES_2,1916,0,United States,US,ELECTRIC,NONE,0,6,NONE,0,45,1,74.0,670,72,0.0,0.0,0.18,0.18,40,0,0,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_USA_Milwaukee_Road_EP_2_Bipolar,USA_Milwaukee_Road_EP_2_Bipolar,src\Electric,ID_RANGE_ELECTRIC,6064,Milwaukee Road EP-2 Bipolar,https://en.wikipedia.org/wiki/Milwaukee_Road_class_EP-2,False,False,True,True,True,True,item_electric_USA_Milwaukee_Road_EP_2_Bipolar,str_electric_USA_Milwaukee_Road_EP_2_Bipolar,1919,0,United States,US,ELECTRIC,NONE,0,8,NONE,0,45,1,240.0,4440,113,516.0,0.21916411824668705,0.17,0.219,40,0,2,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Heavy Freight,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_16,A
electric_Chile_EFE_E_28,Chile_EFE_E_28,src\Electric,ID_RANGE_ELECTRIC,6006,EFE E-28,,False,False,True,True,True,True,item_electric_Chile_EFE_E_28,str_electric_Chile_EFE_E_28,1922,0,Chile,CL,ELECTRIC,NONE,0,8,NONE,0,45,1,80.0,2450,80,200.0,0.254841997961264,0.19,0.255,40,0,0,0,SOUTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,ENDS,TPL_01,A
electric_Italy_FS_E428,Italy_FS_E428,src\Electric,ID_RANGE_ELECTRIC,6013,FS E.428,https://en.wikipedia.org/wiki/FS_Class_E.428,False,False,True,True,True,True,item_electric_Italy_FS_E428,str_electric_Italy_FS_E428,1934,0,Italy,IT,ELECTRIC,NONE,0,8,NONE,0,45,1,130.0,3800,130,180.0,0.14114326040931546,0.1,0.141,40,0,0,0,SOUTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_South_Africa_SAR_ES_Class,South_Africa_SAR_ES_Class,src\Electric,ID_RANGE_ELECTRIC,6016,SAR ES,https://en.wikipedia.org/wiki/South_African_Class_ES,False,False,True,True,True,True,item_electric_South_Africa_SAR_ES_Class,str_electric_South_Africa_SAR_ES_Class,1936,0,South Africa,ZA,ELECTRIC,NONE,0,8,NONE,0,45,1,68.0,1202,40,176.0,0.2638364214187204,0.11,0.264,40,0,0,0,AFRICA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Poland_PKP_EU06,Poland_PKP_EU06,src\Electric,ID_RANGE_ELECTRIC,6084,PKP EU06,https://en.wikipedia.org/wiki/PKP_class_EU06,False,False,True,True,True,True,item_electric_Poland_PKP_EU06,str_electric_Poland_PKP_EU06,1962,0,Poland,PL,ELECTRIC,NONE,0,7,NONE,0,45,1,81.0,1500,126,280.0,0.35237412063779716,0.35,0.352,40,0,0,0,EASTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Poland_PKP_ET41,Poland_PKP_ET41,src\Electric,ID_RANGE_ELECTRIC,6037,PKP ET41,https://en.wikipedia.org/wiki/PKP_class_ET41,False,False,True,True,True,True,item_electric_Poland_PKP_ET41,str_electric_Poland_PKP_ET41,1977,0,Poland,PL,ELECTRIC,NONE,0,7,NONE,0,45,0,167.0,5400,125,500.0,0.30519999755840005,0.6,0.305,40,0,7,0,EASTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Heavy Freight,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_03,D
electric_Poland_PKP_EP09,Poland_PKP_EP09,src\Electric,ID_RANGE_ELECTRIC,6114,PKP EP09,https://en.wikipedia.org/wiki/PKP_class_EP09,False,False,True,True,True,True,item_electric_Poland_PKP_EP09,str_electric_Poland_PKP_EP09,1986,0,Poland,PL,ELECTRIC,NONE,0,7,NONE,0,45,1,83.5,3916,160,195.0,0.23805599809555203,0.23,0.238,40,0,0,0,EASTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Express (Universal),False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Slovakia_ZSSK_162,Slovakia_ZSSK_162,src\Electric,ID_RANGE_ELECTRIC,6116,ZSSK 162,https://sk.wikipedia.org/wiki/Elektrick%C3%BD_ru%C5%A1e%C5%88_162,False,False,True,True,True,True,item_electric_Slovakia_ZSSK_162,str_electric_Slovakia_ZSSK_162,1991,0,Slovakia,SK,ELECTRIC,NONE,0,7,NONE,0,45,1,85.0,4872,140,258.0,0.30940816693649936,0.3,0.309,40,0,0,0,EASTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Italy_FS_E646,Italy_FS_E646,src\Electric,ID_RANGE_ELECTRIC,6027,FS E.646,https://en.wikipedia.org/wiki/FS_Class_E.646,False,False,True,True,True,True,item_electric_Italy_FS_E646,str_electric_Italy_FS_E646,1961,0,Italy,IT,ELECTRIC,NONE,0,5,NONE,0,45,1,110.0,5070,140,233.0,0.21592067463627093,0.21,0.216,40,0,5,0,SOUTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_03,D
electric_Italy_FS_E424,Italy_FS_E424,src\Electric,ID_RANGE_ELECTRIC,6077,FS E.424,https://en.wikipedia.org/wiki/FS_Class_E.424,False,False,True,True,True,True,item_electric_Italy_FS_E424,str_electric_Italy_FS_E424,1943,0,Italy,IT,ELECTRIC,NONE,0,8,NONE,0,45,1,65.0,2000,120,168.0,0.2634674194307222,0.26,0.263,40,0,0,0,SOUTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Italy_FS_E444,Italy_FS_E444,src\Electric,ID_RANGE_ELECTRIC,6090,FS E.444,https://en.wikipedia.org/wiki/FS_Class_E.444,False,False,True,True,True,True,item_electric_Italy_FS_E444,str_electric_Italy_FS_E444,1967,0,Italy,IT,ELECTRIC,NONE,0,8,NONE,0,45,1,83.0,5729,200,201.0,0.24685899561548946,0.24,0.247,40,0,0,0,SOUTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Express (Universal),False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Italy_FS_E633,Italy_FS_E633,src\Electric,ID_RANGE_ELECTRIC,6106,FS E.633,https://en.wikipedia.org/wiki/FS_Class_E.632,False,False,True,True,True,True,item_electric_Italy_FS_E633,str_electric_Italy_FS_E633,1979,0,Italy,IT,ELECTRIC,NONE,0,8,NONE,0,45,1,103.0,5600,130,308.0,0.3048207198915313,0.27,0.305,40,0,0,0,SOUTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Belgium_NMBS_Class_255,Belgium_NMBS_Class_255,src\Electric,ID_RANGE_ELECTRIC,6082,NMBS/SNCB 25.5,https://en.wikipedia.org/wiki/Belgian_Railways_Class_25.5,False,False,True,True,True,True,item_electric_Belgium_NMBS_Class_255,str_electric_Belgium_NMBS_Class_255,1960,0,Belgium,BE,ELECTRIC,NONE,0,8,NONE,0,45,1,85.0,2520,130,196.0,0.23505426635486,0.23,0.235,40,0,0,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Spain_RENFE_250,Spain_RENFE_250,src\Electric,ID_RANGE_ELECTRIC,6110,RENFE 250,https://en.wikipedia.org/wiki/Renfe_Class_250,False,False,True,True,True,True,item_electric_Spain_RENFE_250,str_electric_Spain_RENFE_250,1982,0,Spain,ES,ELECTRIC,NONE,0,8,NONE,0,45,1,124.0,6440,160,410.0,0.33704909407780076,0.16,0.337,40,0,0,0,SOUTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Express (Universal),False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,ENDS,TPL_01,A
electric_Chile_EFE_E_29,Chile_EFE_E_29,src\Electric,ID_RANGE_ELECTRIC,6100,EFE E-29,,False,False,True,True,True,True,item_electric_Chile_EFE_E_29,str_electric_Chile_EFE_E_29,1949,0,Chile,CL,ELECTRIC,NONE,0,8,NONE,0,45,1,116.0,3100,100,315.0,0.27681113571654536,0.2,0.277,40,0,1,0,SOUTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,ENDS,TPL_16,A
electric_Chile_EFE_E_17,Chile_EFE_E_17,src\Electric,ID_RANGE_ELECTRIC,6126,EFE E-17,,False,False,True,True,True,True,item_electric_Chile_EFE_E_17,str_electric_Chile_EFE_E_17,1974,0,Chile,CL,ELECTRIC,NONE,0,6,COMMUTER,40,45,1,79.0,1640,90,0.0,0.0,0.24,0.24,40,0,0,0,SOUTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Light Freight,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,ENDS,TPL_01,A
electric_Morocco_ONCF_E_700,Morocco_ONCF_E_700,src\Electric,ID_RANGE_ELECTRIC,6099,ONCF E 700,https://fr.wikipedia.org/wiki/ONCF_E_700,False,False,True,True,True,True,item_electric_Morocco_ONCF_E_700,str_electric_Morocco_ONCF_E_700,1948,0,Morocco,MA,ELECTRIC,NONE,0,6,NONE,0,45,1,88.0,1710,80,0.0,0.0,0.17,0.17,40,0,0,0,AFRICA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_India_Indian_Railways_WCM_1,India_Indian_Railways_WCM_1,src\Electric,ID_RANGE_ELECTRIC,6026,Indian Railways WCM-1,https://en.wikipedia.org/wiki/Indian_locomotive_class_WCM-1,False,False,True,True,True,True,item_electric_India_Indian_Railways_WCM_1,str_electric_India_Indian_Railways_WCM_1,1958,0,India,IN,ELECTRIC,NONE,0,8,NONE,0,45,1,124.0,3700,104,300.0,0.24662128834961033,0.25,0.247,40,0,0,0,ASIA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,ENDS,TPL_01,A
electric_South_Africa_SAR_E38,South_Africa_SAR_E38,src\Electric,ID_RANGE_ELECTRIC,6131,Amcoal E38,https://en.wikipedia.org/wiki/South_African_Class_E38,False,False,True,True,True,True,item_electric_South_Africa_SAR_E38,str_electric_South_Africa_SAR_E38,1992,0,South Africa,ZA,ELECTRIC,NONE,0,6,COMMUTER,40,45,1,74.0,2000,100,260.0,0.3581563214590737,0.24,0.358,40,0,0,0,AFRICA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Light Freight,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Chile_EFE_E_269,Chile_EFE_E_269,src\Electric,ID_RANGE_ELECTRIC,6107,EFE E-269,https://en.wikipedia.org/wiki/Renfe_Class_269,False,False,True,True,True,True,item_electric_Chile_EFE_E_269,str_electric_Chile_EFE_E_269,1980,0,Chile,CL,ELECTRIC,NONE,0,7,NONE,0,45,1,88.0,4340,160,0.0,0.0,0.16,0.16,40,0,0,0,SOUTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Express (Universal),False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,ENDS,TPL_01,A
electric_Czech_Republic_CD_363,Czech_Republic_CD_363,src\Electric,ID_RANGE_ELECTRIC,6108,ČD ES 499.1/363,https://en.wikipedia.org/wiki/%C4%8CSD_Class_ES_499.1,False,False,True,True,True,True,item_electric_Czech_Republic_CD_363,str_electric_Czech_Republic_CD_363,1980,0,Czech Republic,CZ,ELECTRIC,NONE,0,7,NONE,0,45,1,87.0,4667,120,260.0,0.30463871020656846,0.3,0.305,40,0,0,0,EASTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Norway_NSB_EL7,Norway_NSB_EL7,src\Electric,ID_RANGE_ELECTRIC,6001,NSB EL7,https://en.wikipedia.org/wiki/NSB_El_7,False,False,True,True,True,True,item_electric_Norway_NSB_EL7,str_electric_Norway_NSB_EL7,1911,0,Norway,NO,ELECTRIC,NONE,0,6,NONE,0,45,0,48.0,490,45,0.0,0.0,0.22,0.22,40,0,0,0,NORTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Shunter (Freight),False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_USA_Pennsylvania_Railroad_FF_1,USA_Pennsylvania_Railroad_FF_1,src\Electric,ID_RANGE_ELECTRIC,6063,PRR FF-1,https://en.wikipedia.org/wiki/Pennsylvania_Railroad_class_FF1,False,False,True,True,True,True,item_electric_USA_Pennsylvania_Railroad_FF_1,str_electric_USA_Pennsylvania_Railroad_FF_1,1916,0,United States,US,ELECTRIC,NONE,0,8,NONE,0,45,1,234.0,4600,33,620.0,0.27008895510424563,0.17,0.27,40,0,2,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Heavy Freight,False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_32,C
electric_Austria_OBB_1161,Austria_OBB_1161,src\Electric,ID_RANGE_ELECTRIC,6007,ÖBB 1161,https://de.wikipedia.org/wiki/BB%C3%96_1070,False,False,True,True,True,True,item_electric_Austria_OBB_1161,str_electric_Austria_OBB_1161,1928,0,Austria,AT,ELECTRIC,NONE,0,5,NONE,0,45,1,55.0,1000,40,140.0,0.25947548883328697,0.25,0.259,40,0,0,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Shunter (Freight),False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_03,B
electric_Germany_DB_169,Germany_DB_169,src\Electric,ID_RANGE_ELECTRIC,6009,DB E 69 05 / DB 169 005,https://de.wikipedia.org/wiki/LAG_1_bis_5#Lok_5_%E2%80%9EAdolphine%E2%80%9C_(E_69_05),False,False,True,True,True,True,item_electric_Germany_DB_169,str_electric_Germany_DB_169,1930,0,Germany,DE,ELECTRIC,NONE,0,6,NONE,0,45,1,32.0,810,50,93.0,0.2962538226299694,0.29,0.296,40,0,0,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Shunter (Freight),False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Norway_NSB_EL10,Norway_NSB_EL10,src\Electric,ID_RANGE_ELECTRIC,6011,NSB EL10,https://no.wikipedia.org/wiki/El_10,False,False,True,True,True,True,item_electric_Norway_NSB_EL10,str_electric_Norway_NSB_EL10,1931,0,Norway,NO,ELECTRIC,NONE,0,6,NONE,0,45,0,47.3,700,45,110.0,0.23706232368489677,0.3,0.237,40,0,0,0,NORTHERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Shunter (Freight),False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_Germany_DB_104,Germany_DB_104,src\Electric,ID_RANGE_ELECTRIC,6012,DB E 04 / DB 104,https://de.wikipedia.org/wiki/DR-Baureihe_E_04,False,False,True,True,True,True,item_electric_Germany_DB_104,str_electric_Germany_DB_104,1933,0,Germany,DE,ELECTRIC,NONE,0,8,NONE,0,45,1,92.0,2935,110,177.0,0.19611753756149447,0.3,0.196,40,0,0,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
electric_USA_Pennsylvania_Railroad_GG_1,USA_Pennsylvania_Railroad_GG_1,src\Electric,ID_RANGE_ELECTRIC,6065,PRR GG-1,https://en.wikipedia.org/wiki/Pennsylvania_Railroad_class_GG1,False,False,True,True,True,True,item_electric_USA_Pennsylvania_Railroad_GG_1,str_electric_USA_Pennsylvania_Railroad_GG_1,1935,0,United States,US,ELECTRIC,NONE,0,8,NONE,0,45,1,215.0,4620,160,291.0,0.1379702723846099,0.15,0.138,40,0,2,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,Express (Universal),False,True,,,ELECTRIC,0,DISABLE_WAGON_POWER,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_16,A
electric_Austria_OBB_1020_Crocodile,Austria_OBB_1020_Crocodile,src\Electric,ID_RANGE_ELECTRIC,6017,ÖBB 1020 'Krokodil',https://es.wikipedia.org/wiki/Cocodrilo_(locomotora),False,False,True,True,True,True,item_electric_Austria_OBB_1020_Crocodile,str_electric_Austria_OBB_1020_Crocodile,1940,0,Austria,AT,ELECTRIC,NONE,0,8,NONE,0,45,1,128.0,3648,75,300.0,0.23891437308868502,0.31,0.239,40,0,0,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICENGINE_VALUE,RUNNINGCOST_ELECTRICENGINE_VALUE,ELECTRICENGINE,General Purpose,False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_01,A
